id,is_iceberg
5941774d,0.13217122852802277
4023181e,0.7468211054801941
b20200e4,0.4788254201412201
e7f018bb,0.9990524053573608
4371c8c3,0.9993185997009277
a8d9b1fd,0.9259723424911499
29e7727e,0.0824432224035263
92a51ffb,0.998915433883667
c769ac97,0.005544220097362995
aee0547d,0.006486684083938599
565b28ac,0.006644269917160273
e04e9775,0.534473717212677
8e8161d1,0.00382722495123744
4cf4d256,0.9954207539558411
139e5324,0.989263653755188
f156976f,0.008855888620018959
68a117cc,0.5594892501831055
d9aa7a56,0.9991854429244995
9005b143,0.9491651058197021
5f6d3988,0.9925029873847961
9ad70954,0.9602768421173096
b9087b9e,0.7510998249053955
a39a1427,0.8821383714675903
82fbe8ed,0.31576600670814514
1fae4879,0.0045788646675646305
6dd8f13d,0.00016612285980954766
bbad5958,0.0611443817615509
54527583,0.997280478477478
be8fa29c,0.6846375465393066
81a3328f,0.9972481727600098
1a3c0ab3,0.006077788770198822
4deeeb8b,0.9984278678894043
ac6d5632,0.9999101758003235
472dadb5,0.9999836087226868
96093f95,0.5732635259628296
f5b4e3df,0.9990449547767639
e01a3c92,0.32645660638809204
001680af,0.9879851341247559
8e639f33,0.4107360243797302
a2c16612,0.4996824860572815
a6d76474,0.4978184700012207
19c47684,0.9971256256103516
015827b6,0.9986580014228821
7df7f7ce,0.9794695377349854
0bbf1a3f,0.9996881484985352
636cfbb7,0.5758587121963501
7370030a,0.9975365400314331
43aa97ad,0.16201253235340118
ba2b5e63,0.9969034790992737
dfdd335b,0.9844138622283936
e79b13dc,0.992997944355011
dc32b195,0.9993059039115906
6d868590,0.9906727075576782
75fa59aa,0.9262230396270752
ffe50836,0.9974938631057739
a7bfd784,0.9915903806686401
b3d569e3,0.006649535149335861
6c538c5b,0.04560604318976402
5c7c15f4,0.21636801958084106
0b745139,0.9991229772567749
fd14608e,0.9992104768753052
f0bc8305,0.9736428260803223
a10ccb28,0.9998281002044678
543304c7,0.6045028567314148
6c3a4078,0.002784231910482049
9b73cc75,0.9998956918716431
5c6c71b1,0.49930340051651
09ee9186,0.999638020992279
207c35cf,0.7909284234046936
153c813e,0.4329409897327423
5605d58b,0.9719336032867432
642ca396,0.006197676528245211
d32d72c0,0.9418384432792664
16646a17,0.9735356569290161
384074af,0.9997740983963013
69bf1e8c,0.9973792433738708
9e90a054,0.9911924600601196
89dbe7f7,0.9992901086807251
dbd27d22,0.9975113868713379
a2ea1561,0.624434232711792
d63402af,0.9963444471359253
1ac8bb92,0.997381329536438
8beffca5,0.9882755279541016
46741f3e,0.32353219389915466
e5ee6aa7,0.5517275333404541
5ecd892b,0.6887177228927612
69892166,0.45191657543182373
2f725a81,0.022963542491197586
810abfe4,0.5427886247634888
e6f973e6,0.9803946018218994
c60a5c46,0.9791362285614014
c42b9e08,0.5894056558609009
c3f00c23,0.8725898861885071
5307fdb8,0.9907786846160889
3e4f005e,0.016507403925061226
4a4cc2e0,0.9551506042480469
9bdd88d1,0.001747582107782364
0d832bed,0.027049679309129715
14a134fa,0.9972682595252991
78a41676,0.388309121131897
0bd4658e,0.9170617461204529
4a311bb0,0.991728663444519
f939c817,0.5149198174476624
956adc4d,0.9812639355659485
f8a119f5,0.9973851442337036
61faa1ad,0.9971663951873779
6725eb3e,0.5640521049499512
17b3a8fd,0.6426731944084167
49a88dfc,0.4408244788646698
2d6ec645,0.9955011606216431
0d4d77ba,0.9786050915718079
3ee672a2,0.9968692064285278
738b41fd,0.9964757561683655
f7fb320d,0.9997130632400513
b42fad18,0.024279113858938217
4ab8b00a,0.9963439702987671
f7870f2b,0.07293666899204254
4978666a,0.9999718070030212
f1b0d6c7,0.021915530785918236
5642407f,0.06665399670600891
36d4ff92,0.9909125566482544
4139aba2,0.6700810194015503
7585ce58,0.9827718138694763
33e25984,0.9981255531311035
ac46f3c9,0.007328120060265064
fc34a5b8,0.6577454805374146
85c36a8f,0.9791207313537598
b2d8a426,0.5836305618286133
13ec60d1,0.5602592825889587
9d440f42,0.9967454671859741
1c0a891e,0.6192988753318787
981c3bc3,0.9992798566818237
295604f4,0.5080811381340027
16ca16c3,0.9180514812469482
b4dda837,0.14118701219558716
88d088ef,0.021602097898721695
1b4fa160,0.9969035387039185
f371bd82,0.9994177222251892
b130a0b7,0.999834418296814
ebf1de82,0.9808218479156494
01e651c3,0.016190163791179657
51b1fecc,0.9986306428909302
fa635a31,0.1464042067527771
97b7d789,0.6995155811309814
2f598053,0.6083235740661621
c0e3e148,0.7391419410705566
cfa175a8,0.11011368036270142
3d7e09d8,0.9941596984863281
44a13d1b,0.9663045406341553
c66b0948,0.9935726523399353
976a6d64,0.44878143072128296
8bbd8909,0.9999051094055176
522890fd,0.49905526638031006
f23a3b95,0.7258425354957581
680039dc,0.9993387460708618
93028e53,0.8508869409561157
22a16932,0.9757654070854187
7d8126d2,0.05271271988749504
ba2ecd75,0.014859842136502266
8071bdd7,0.9922231435775757
96d5aeee,0.0013825283385813236
154be68f,0.95197594165802
d8c2bfe2,0.9194574952125549
f76d47b0,0.9881085157394409
0e781ade,0.8370022773742676
13cf6060,0.17113779485225677
cd99f710,0.9999251961708069
d10005bb,0.00021277613996062428
3a31445f,0.996487021446228
3157202d,0.9808564186096191
6ee64703,0.9999500513076782
e5de8685,0.1565690040588379
02cc70ba,0.0017256931168958545
50984a87,0.47604718804359436
fa94957a,0.9802343845367432
eab406b4,0.5018649101257324
3ad39398,0.3245474398136139
9ecf3802,0.8386011123657227
6048ae7b,0.06597955524921417
9dc68871,0.11710165441036224
13701465,0.2515053451061249
8d8779f3,0.5146690607070923
0712f269,0.9967070817947388
722c2597,0.007547708693891764
478a2b08,0.7051776051521301
38f5fb41,0.9891612529754639
c52ad74d,0.999298095703125
0c85fd09,0.0013264815788716078
f1582cba,0.5933068990707397
ff836697,0.9258869886398315
ddfe4802,0.009541484527289867
3cef3bc7,0.9968779683113098
6a21542b,0.9999591708183289
150e23c4,0.9994845390319824
078c6d99,0.9931573271751404
1dcd1dc3,0.24645869433879852
39967e45,0.5039856433868408
6b6333aa,0.2428906261920929
4ae61433,0.9994536638259888
f96362e0,0.4883112609386444
97a88aac,0.9977315664291382
427ae8ce,0.9998583793640137
209d4b15,0.02679697424173355
64b453bd,0.004347018897533417
0f5a484e,0.9957696199417114
5ac74969,0.47732484340667725
736ed43e,0.998924970626831
8533795f,0.9997363090515137
f5b54fb6,0.610052227973938
6eb4c041,0.4341910183429718
97afdf42,0.8091906905174255
1bb488db,0.8792639970779419
f132e44d,0.7060158848762512
d3c2f140,0.9987159967422485
1756794d,0.6239020824432373
9efcc11f,0.004044554196298122
14c966cf,0.9965780973434448
59cfe4d1,0.9852326512336731
883151f4,0.9432850480079651
34c4c9ff,0.996513843536377
70b4c2eb,0.5165436863899231
96a337d9,0.893330454826355
7fe89ffa,0.22054971754550934
057c7a22,0.00034332842915318906
451cc057,0.7842442989349365
05076700,0.018175803124904633
dc52f6c1,0.9892021417617798
b03a59f9,0.20515504479408264
129ed4b0,0.9996550679206848
fb611563,0.994452953338623
ac32e6f1,0.9342207908630371
c05c5ab0,0.9976341128349304
3163d5ed,0.631816029548645
02096ca4,0.9839857816696167
e92496c0,0.19800473749637604
1a9e2c50,0.8295859694480896
0864e334,0.929701566696167
d976faeb,0.9638587236404419
1d7b342f,0.8792531490325928
281bc1ea,0.0029438904020935297
bea9f0cf,0.9890910983085632
f4afa0e6,0.0011951716151088476
e1b5ef69,0.9916861057281494
b50539fd,0.9996169209480286
2a8c9c15,0.9993127584457397
157ebb0c,0.9936138987541199
247d3614,0.0030021052807569504
0c6cc0cb,0.6610048413276672
aae88d39,0.013765040785074234
0c77b464,0.002782050985842943
963cf5ea,0.9996706247329712
1b371d8b,0.9273615479469299
225bc00f,0.01919742301106453
bc0a4eec,0.717343807220459
1099782e,0.7874187231063843
a18feadd,0.992674708366394
ad7f4932,0.915831446647644
5f8f831e,0.5673254728317261
b5167c35,0.5151069760322571
0230b06d,0.6389897465705872
f8d7f7ba,0.47705644369125366
08bd1053,0.907859206199646
58e4dc8c,0.00634841900318861
4793ce8e,0.9960392713546753
304caab4,0.0013337385607883334
f2ee6d7f,0.9941937923431396
e1f9c0e4,0.999057948589325
8e40401c,0.999639630317688
5d9eaba2,0.5897493362426758
55e7562c,0.8452439308166504
9da6cb4b,0.00960325077176094
c3c1c8ec,0.5056406259536743
3b38698e,0.8358270525932312
6c9eb909,0.45192381739616394
482a3d1d,0.41268444061279297
0e9918f0,0.7800498604774475
ef894fd2,0.04106355458498001
4b82e7f7,0.9972723722457886
b9cdd7fb,0.04010625183582306
94a496f4,0.8636401891708374
995eacae,0.9263138771057129
41b02e58,0.8467422723770142
69f04617,0.5201892256736755
c889a03c,0.9875820875167847
91f98acf,0.9994547367095947
9135c19f,0.9962995052337646
1f0e9c09,0.005125854630023241
260d6e8e,0.10868386179208755
46334397,0.004994732327759266
f34ddf31,0.39488694071769714
4d6177d7,0.5352162718772888
76a57270,0.9897714853286743
217b8cea,0.5011405944824219
9a45a566,0.6439622044563293
1b55c75e,0.0076444111764431
7bd92ec6,0.9960967302322388
6c409f41,0.4937802255153656
df3e48eb,0.9980660080909729
62723e57,0.2148861140012741
b8e627bf,0.8876957297325134
86bb5d85,0.9944879412651062
77e5034c,0.030214468017220497
607079e5,0.6461442708969116
96879fb4,0.7302966117858887
6afe606d,0.6138887405395508
4129802f,0.8997465372085571
a42300ef,0.6863503456115723
1af842f5,0.9811532497406006
3fe57d78,0.8344082832336426
f4e60ed5,0.9800843000411987
68c8337b,0.8906314373016357
914ed5b5,0.9972273111343384
a6bb5987,0.999921441078186
